"recordID","scientificName","taxonConceptID","decimalLatitude","decimalLongitude","eventDate","occurrenceStatus","dataResourceName"
"002027e7-385e-4634-9c85-76fc9dd41d83","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-30,"PRESENT","NSW BioNet Atlas"
"0021f7b9-d9ee-4449-a1f7-a1ea4c2bde0b","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.215597,150.97749,2004-07-01,"PRESENT","NSW BioNet Atlas"
"0025eb8a-f0ec-4332-aaad-7d0812b6c7d6","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-30,"PRESENT","NSW BioNet Atlas"
"002834ff-9921-42b0-8215-73f5c02d6cb4","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-14,"PRESENT","NSW BioNet Atlas"
"0031783c-64a0-4093-94b3-d00c8a064600","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-20,"PRESENT","NSW BioNet Atlas"
"00318776-bba0-4556-8aaf-b97d13cc5670","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-05,"PRESENT","NSW BioNet Atlas"
"00322803-c810-49b4-aa53-76d9a9d8d82c","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-31.791059,150.888316,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00325e8e-36c4-4d92-911d-46f7527cf4ab","Dama","https://biodiversity.org.au/afd/taxa/7d0b2e59-04df-43bb-a61a-774c7a6c30f8",-30.593705,149.217772,2019-09-07,"PRESENT","NSW BioNet Atlas"
"0032f552-f224-4887-ae15-1da7efff5130","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.497362,150.735464,2017-07-29,"PRESENT","NSW BioNet Atlas"
"003826de-aef0-455e-88ea-03afe0160913","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-20,"PRESENT","NSW BioNet Atlas"
"003f16c4-acde-470f-b9b2-6b1c80ac2802","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00428757-9e3c-4306-a6e1-2af5825bf0e9","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-05,"PRESENT","NSW BioNet Atlas"
"00430ba4-20cb-48bf-bbc2-d5f43a662690","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-31.526339,152.879667,2017-06-06,"PRESENT","NSW BioNet Atlas"
"0045a793-2a56-41f3-a5e6-0c8b2d2767ad","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-33.188066,151.356741,2018-09-25,"PRESENT","NSW BioNet Atlas"
"0049bf54-989a-4973-acfd-11ca5fc1a5a6","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-36.69673,148.66167,2014-05-24,"PRESENT","NSW BioNet Atlas"
"004b40f7-d61f-44d4-8fec-fe1f95217562","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-05,"PRESENT","NSW BioNet Atlas"
"004eb8b1-f865-4bd9-b044-93c43c384a2e","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-33.985386,150.599519,2004-07-01,"PRESENT","NSW BioNet Atlas"
"004fcb2d-c42c-49f5-ba9a-c7f6cbacd2d1","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-14,"PRESENT","NSW BioNet Atlas"
"00515bcf-5d86-4541-947c-ac9e2e030486","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.141179,151.031535,1997-08-17,"PRESENT","NSW BioNet Atlas"
"00550f2f-f14e-4ed8-a36f-67ccc6182bfa","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.848702,150.501384,2017-07-17,"PRESENT","NSW BioNet Atlas"
"0056c457-a683-4c73-9a35-58f7e71b6fe6","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.7615,2012-05-15,"PRESENT","NSW BioNet Atlas"
"0057c18b-098c-426d-9987-ed5389d23790","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-31.452819,152.611864,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00595ec7-a3d6-4839-ba69-148725a5fb76","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.412157,150.815728,2006-09-27,"PRESENT","NSW BioNet Atlas"
"0059fc90-8493-429a-b716-f9607d9897a8","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2017-04-03,"PRESENT","NSW BioNet Atlas"
"005c159a-4f2e-4279-b65b-e95ddf40d9ed","Cervus unicolor","https://biodiversity.org.au/afd/taxa/fcd3d838-a4e7-4402-ab20-3a7454b6db16",-36.340224,148.165725,1980-08-01,"PRESENT","NSW BioNet Atlas"
"00603ac3-248e-406b-ae4b-484976a65e2e","Cervus elaphus","https://biodiversity.org.au/afd/taxa/70943adf-8589-40e9-8338-7ba862074b86",-34.43079,150.84875,2018-01-11,"PRESENT","NSW BioNet Atlas"
"00610dff-7bee-457e-b256-ff74cb3c0e08","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-34.084812,149.692963,2022-08-29,"PRESENT","NSW BioNet Atlas"
"00663955-04ad-49ec-a260-171a20e29902","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-32.288367,152.292307,2004-07-01,"PRESENT","NSW BioNet Atlas"
"006b2ba4-61ba-4162-9b90-0bb31692bdeb","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.285661,150.90065,2015-08-19,"PRESENT","NSW BioNet Atlas"
"006ca0bf-398a-4e0e-9998-3042ed94829c","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-32.246369,152.519544,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00714ccd-5597-4726-8603-3cc31e72bcc8","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-35.788833,150.140908,2004-07-01,"PRESENT","NSW BioNet Atlas"
"0072a498-9d79-453b-b542-b5461d83a652","CERVIDAE","https://biodiversity.org.au/afd/taxa/cc6586df-16cf-4693-b530-1d6e2c9244e0",-34.1333,151.0667,1970-01-01,"PRESENT","Australian National Wildlife Collection provider for OZCAM"
"007408fe-631f-4631-8e50-ec9fab25dd44","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.887819,149.640891,1980-01-01,"PRESENT","NSW BioNet Atlas"
"007607dc-66ca-4d66-86bf-2022abf7d693","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-32.653018,151.725519,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00786db4-7d0f-47ba-95a5-0cad1d4d5a0e","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00788f63-22b7-494f-9fc7-2086481caa64","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.217473,150.875638,1989-01-01,"PRESENT","NSW BioNet Atlas"
"00797fa4-5a66-4a59-92e0-4562f9c0c7e4","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-14,"PRESENT","NSW BioNet Atlas"
"007a9ee8-9089-4172-9082-5cb8f58bf541","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"007bca30-562e-4942-8036-4fb8b45999b0","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-32.28496,152.450705,2017-05-25,"PRESENT","NSW BioNet Atlas"
"007c493f-eb4d-4c7f-afe3-365c619259f2","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-05,"PRESENT","NSW BioNet Atlas"
"00807a83-9a63-4697-92d8-60a767f8ad31","Dama","https://biodiversity.org.au/afd/taxa/7d0b2e59-04df-43bb-a61a-774c7a6c30f8",-30.593705,149.217772,2019-09-08,"PRESENT","NSW BioNet Atlas"
"0082b2a3-91b3-4d13-966b-1378cfbf063a","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00839456-3bb5-46e6-87b1-e65c6e9ef427","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.7615,2012-05-09,"PRESENT","NSW BioNet Atlas"
"0084248c-54ba-4a12-aa36-b4e0f38aebbf","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.40688,151.2809,2018-11-09,"PRESENT","NSW BioNet Atlas"
"0084f8db-3550-4ffe-8d90-77bd8b908698","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-30,"PRESENT","NSW BioNet Atlas"
"0087e46e-f391-4218-826e-82d902eef41c","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.437514,150.855993,2017-06-25,"PRESENT","NSW BioNet Atlas"
"0094696c-8e3d-481e-af3a-22a6271e13df","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.93225,150.634995,2016-04-25,"PRESENT","NSW BioNet Atlas"
"0095db26-0ac9-4df2-899e-7a4a9fd7c959","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-10,"PRESENT","NSW BioNet Atlas"
"00966ed3-b9b2-4b44-ae70-0e17d6a16d64","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-30,"PRESENT","NSW BioNet Atlas"
"00982f0a-9763-4ab0-b272-eb0a50dc3d77","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95421,150.7612,2015-04-07,"PRESENT","NSW BioNet Atlas"
"009926e4-bea9-4594-8443-9272211cedb1","CERVIDAE","https://biodiversity.org.au/afd/taxa/cc6586df-16cf-4693-b530-1d6e2c9244e0",-33.868267,151.010912,2020-11-22 13:18:00,"PRESENT","iNaturalist Australia"
"009fa28e-062d-4504-81f8-bc3b6d756945","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-29.492656,153.35948,1980-01-01,"PRESENT","NSW BioNet Atlas"
"00a4eea3-355f-4097-860e-0ae3d058dd9b","Dama","https://biodiversity.org.au/afd/taxa/7d0b2e59-04df-43bb-a61a-774c7a6c30f8",-30.593705,149.217772,2019-08-17,"PRESENT","NSW BioNet Atlas"
"00aa98aa-5832-4527-ba49-2c6c0d2a5c17","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00ac820a-0d26-46d3-a70d-54d0a6c54395","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-06-06,"PRESENT","NSW BioNet Atlas"
"00b00a5d-5d68-4843-8ed8-64cbe5fa4974","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-34.084812,149.692963,2022-08-08,"PRESENT","NSW BioNet Atlas"
"00b3178c-6d65-4332-a3e0-083057bd133f","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.083496,151.141273,2009-10-12,"PRESENT","NSW BioNet Atlas"
"00bb6da3-ee3b-44cc-b235-16b5eb03d56e","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00bc50da-5cd0-4096-9c02-bbd3413ef8ae","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00c1695a-0417-4e10-b373-d12de01037ef","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-34.4278,150.89307,2016-04-24,"PRESENT","NSW BioNet Atlas"
"00c16f04-60ed-435f-afd7-ee506e38f7d9","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.186456,150.968177,2019-04-21,"PRESENT","NSW BioNet Atlas"
"00c32bba-7589-4d4e-823b-0873564426bf","Cervus elaphus","https://biodiversity.org.au/afd/taxa/70943adf-8589-40e9-8338-7ba862074b86",-33.29821,148.897051,2019-01-15,"PRESENT","NSW BioNet Atlas"
"00c726b0-dfc1-4159-9077-061ededba11f","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-31.467285,152.811391,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00c858b7-0fe9-4e2a-81d2-c70182226288","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-35.941274,148.634949,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00cbc780-5c05-497c-a678-649f2c0748e3","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.719885,150.800348,2023-11-30,"PRESENT","NSW BioNet Atlas"
"00d14648-c01a-4a6c-bb78-f49ee56aa659","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.73036,149.955024,2017-08-28,"PRESENT","NSW BioNet Atlas"
"00d4588f-8584-4ce4-a8a6-4d330d909b61","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.93128,150.638147,2017-07-19,"PRESENT","NSW BioNet Atlas"
"00d52acd-2e3c-4223-84c3-60b00fc007bf","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-34.743994,150.710454,2017-07-29,"PRESENT","NSW BioNet Atlas"
"00d83239-b129-4a33-aabf-c3df668d4ab0","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"00d89b80-c44d-4249-939d-09e490bdd2dc","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.570237,148.973949,2021-11-08,"PRESENT","NSW BioNet Atlas"
"00d8dbde-33d3-451c-9a99-a52f11426b5d","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-31.468241,152.908619,2017-09-08,"PRESENT","NSW BioNet Atlas"
"00da2288-d3e7-4310-b707-d30e733c1e58","Dama","https://biodiversity.org.au/afd/taxa/7d0b2e59-04df-43bb-a61a-774c7a6c30f8",-30.593705,149.217772,2019-10-27,"PRESENT","NSW BioNet Atlas"
"00dc15cf-442f-4664-9627-c8d6e0566da5","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.7615,2012-05-14,"PRESENT","NSW BioNet Atlas"
"00df6590-ace8-4ec5-a089-b1d9fe76ece2","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-30.568315,149.177523,2016-10-23,"PRESENT","NSW BioNet Atlas"
"00e3b0e6-4e75-4581-897e-62e8ef3b7ba6","Cervus unicolor","https://biodiversity.org.au/afd/taxa/fcd3d838-a4e7-4402-ab20-3a7454b6db16",-35.40486,148.43954,2013-03-04,"PRESENT","NSW BioNet Atlas"
"00e4db75-d838-4c13-8c3a-e488a4a10b61","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-30.457662,150.318492,2022-08-12,"PRESENT","NSW BioNet Atlas"
"00e6b75b-3e8d-4fad-a97f-0ce32e9906ef","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-35.38914,149.335068,2017-06-11,"PRESENT","NSW BioNet Atlas"
"00ed7f35-445e-4f85-810c-37fd21a8407a","Cervus elaphus","https://biodiversity.org.au/afd/taxa/70943adf-8589-40e9-8338-7ba862074b86",-31.461997,152.874785,2001-02-07,"PRESENT","NSW BioNet Atlas"
"00ee93aa-5934-4927-8c76-20421fc62d1d","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-33.50891,151.404179,1980-01-01,"PRESENT","NSW BioNet Atlas"
"00f34692-c11f-490f-80ee-1945a8787df4","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-34.153009,150.657995,2024-06-16 10:27:00,"PRESENT","iNaturalist Australia"
"00fbc0e2-b841-43aa-9e32-c76a6a3bb653","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-09,"PRESENT","NSW BioNet Atlas"
"00fbe339-d3ca-4c7b-8d73-cdd4565f2d05","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-32.325128,151.719215,2004-07-01,"PRESENT","NSW BioNet Atlas"
"00feb4c8-b950-4628-b3c5-081f345ca264","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-28.556272,152.484094,2004-07-01,"PRESENT","NSW BioNet Atlas"
"0102dded-3148-4b05-b8cf-195c708ba153","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-33.407544,151.229765,1980-01-01,"PRESENT","NSW BioNet Atlas"
"010516b0-7299-47c5-803f-d06dbc323b1f","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-34.050824,149.652177,2022-07-15,"PRESENT","NSW BioNet Atlas"
"01053334-a498-41a7-a652-60be64fd6b2c","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-17,"PRESENT","NSW BioNet Atlas"
"0109a291-530a-409a-bba5-20dedc5ef6f2","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-11,"PRESENT","NSW BioNet Atlas"
"010a5ab7-b058-4724-9170-ed66a6924a8d","Cervus elaphus","https://biodiversity.org.au/afd/taxa/70943adf-8589-40e9-8338-7ba862074b86",-33.745408,150.693624,2021-07-26,"PRESENT","NSW BioNet Atlas"
"010a67ed-c0e4-47bd-be35-909389ac700c","Dama dama dama","https://biodiversity.org.au/afd/taxa/62d23cee-3c30-41ab-9386-20564ea175c9",-34.022549,150.733022,2022-06-20 14:00:00,"PRESENT","Entangled Wildlife Australia"
"010a994e-ea96-4d95-b9e1-6f3a0b6930c0","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"010c342e-67bc-4583-823d-7701a6ff3157","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-36.69673,148.66167,2019-04-17,"PRESENT","NSW BioNet Atlas"
"010c3f99-0ecf-4434-b2c2-f70eaf6b85ca","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-33.402791,151.290341,2015-10-04,"PRESENT","NSW BioNet Atlas"
"010f8cc5-5f65-4f35-b44d-bfcd7332d655","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.7615,2012-05-15,"PRESENT","NSW BioNet Atlas"
"011ae762-c784-4867-a701-6638a33d125e","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.89136,150.81737,2012-05-20,"PRESENT","NSW BioNet Atlas"
"011c834c-a78c-4704-a4c3-5fa640a2f336","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"011f3ab3-a117-4035-a0af-a378a507ee71","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"0121b313-8fff-47d1-98a5-8f9a2e398ab4","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2012-05-13,"PRESENT","NSW BioNet Atlas"
"01235237-a1b5-4ee2-8585-80d205dcce2e","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.708108,150.81026,2023-04-23,"PRESENT","NSW BioNet Atlas"
"0123833d-2ccd-474f-82e8-fe620234958e","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.7615,2012-05-15,"PRESENT","NSW BioNet Atlas"
"01248764-89a9-49ac-b6fa-3fffee5b5cfd","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-33.93207,150.63509,2017-07-20,"PRESENT","NSW BioNet Atlas"
"01268015-fb00-461f-a81c-cc371aae118b","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-29.95866,150.76662,2014-04-11,"PRESENT","NSW BioNet Atlas"
"012b571c-6f7e-45f7-b63a-04f53f8cfe93","Cervus timorensis","https://biodiversity.org.au/afd/taxa/d08d7660-7063-46fe-8de9-2f9613608710",-34.209401,150.904367,2016-09-13,"PRESENT","NSW BioNet Atlas"
"012bd4c8-bbfe-4b45-a4bb-a13f1aea9d8a","Dama dama","https://biodiversity.org.au/afd/taxa/d3a0dc93-bf65-4a0a-80f3-ab8bb69c6ee1",-31.43571,151.48244,2012-04-26,"PRESENT","NSW BioNet Atlas"
"012bfcc4-4478-4f1b-a1a9-1467993ceb9b","Cervus","https://biodiversity.org.au/afd/taxa/0e265f1e-7fbb-4023-bdd3-3f42c561cd97",-33.33122,151.37974,2019-05-14,"PRESENT","NSW BioNet Atlas"
